"categoryPath","title","author","heShortDesc","heDesc","heDescNew"
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר קדושה","לחם משנה על משנה תורה, הלכות שחיטה","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר משפטים","לחם משנה על משנה תורה, הלכות שכירות","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר קניין","לחם משנה על משנה תורה, הלכות שכנים","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר קניין","לחם משנה על משנה תורה, הלכות שלוחין ושותפין","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר מדע","לחם משנה על משנה תורה, הלכות תלמוד תורה","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר קורבנות","לחם משנה על משנה תורה, הלכות תמורה","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר עבודה","לחם משנה על משנה תורה, הלכות תמידים ומוספין","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר זמנים","לחם משנה על משנה תורה, הלכות תעניות","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר אהבה","לחם משנה על משנה תורה, הלכות תפילה וברכת כהנים","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"הלכה>משנה תורה>מפרשים>לחם משנה>ספר מדע","לחם משנה על משנה תורה, הלכות תשובה","אברהם די בוטון","","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה"".","פירוש על משנה תורה להרמב""ם הנדפס ברוב המהדורות. תוך כדי כתיבת חיבורו על הרמב""ם, הגיע לידי המחבר חיבורו של ר' יוסף קארו, ""כסף משנה"", ולכן השמיט כל מה שנכפל בחיבור שלו וקרא שם ספרו ""לחם משנה"", שהוא מעין תוספת על ""כסף משנה""."
"חסידות>ברסלב","ליקוטי הלכות","נתן שטרנהרץ","חיבורו רחב היריעה של רבי נתן המבאר את הלכות השולחן ערוך לאור תורת חסידות ברסלב.","",""
"מחשבת ישראל>ספרות מודרנית>הרב לורד יונתן זקס","לכבוד השוני; כיצד נוכל למנוע את התנגשות התרבויות?","יונתן זקס","חיבור בתרגום לעברית מאת הרב יונתן זקס ובו הצעתו ליישוב השנאה בין תרבויות ודתות","'לכבוד השוני; כיצד נוכל למנוע את התנגשות התרבויות?' הוא חיבור מהמאה ה-21 מאת הרב לורד יונתן זקס המציע כיצד ליישב את השנאה בין ציוויליזציות ודתות. עבודה יהודית חלוצית זו מציעה משנה סדורה על האתיקה של הגלובליזציה ומסמנת נקודת מבט חדשה על תפקידם של אנשי דת ומנהיגים בעולם משתנה. הטיעון ההמרכזי של הספר הוא שיש לעשות יותר מאשר לחפש ערכים משותפים לכל הדתות, החובה היא להבין את חשיבות השוני וההבדלים שביניהם ולפעול מתוך אחריות מוסרית לגורלם של החלשים.","'לכבוד השוני; כיצד נוכל למנוע את התנגשות התרבויות?' הוא חיבור מהמאה ה-21 מאת הרב לורד יונתן זקס המציע כיצד ליישב את השנאה בין תרבויות ודתות. עבודה יהודית חלוצית זו מציעה משנה סדורה על האתיקה של הגלובליזציה ומסמנת נקודת מבט חדשה על תפקידם של אנשי דת ומנהיגים בעולם משתנה. הטיעון המרכזי של הספר הוא שיש לעשות יותר מאשר לחפש ערכים משותפים לכל הדתות, והחובה היא להבין את חשיבות השוני וההבדלים ולפעול מתוך אחריות מוסרית לגורלם של החלשים."
"מדרש>טקסטים מודרניים","ללמוד לקרוא מדרש","סימי פיטרס","ספר הכתוב באנגלית מהמאה ה-21 המציג דרך שיטתית ללימוד מדרש.","'ללמוד לקרוא מדרש' הוא ספר הכתוב באנגלית בן זמננו המציג גישה שיטתית ללימוד המדרש. הקדמת הספר מגדירה את המדרש, דנה באתגרים המקשים על הבנתו, ומסבירה כיצד השתמשו החכמים במדרש כדי לפרש את המקרא. החלקים העיקריים של הספר חוקרים שני סוגות של מדרש, המשל והסיפור המדרשי, ובאמצעות קריאה מפורטת מדגימים כיצד ""לתרגם"" את שפת החכמים למינוח עכשווי. הספר שם לו למטרה להעביר רגישות לשפת התנ""ך ולמשמעויותיו ולפתח הערכה של כבוד לתורתם וללשונם של החכמים.","'ללמוד לקרוא מדרש' הוא ספר הכתוב באנגלית בן זמננו המציג גישה שיטתית ללימוד המדרש. הקדמת הספר מגדירה את המדרש, דנה באתגרים המקשים על הבנתו, ומסבירה כיצד השתמשו החכמים במדרש כדי לפרש את המקרא. חלקיו העיקריים של הספר עוסקים בשתי סוגות של מדרש, המשל והמדרש הסיפורי, ובאמצעות קריאה מפורטת מדגימים כיצד לתרגם את לשון החכמים למינוח עכשווי. הספר שם לו למטרה להקנות רגישות ללשון התנ""ך ולמשמעויותיה ולפתח הערכה וכבוד לתורתם וללשונם של החכמים."
"מחשבת ישראל>ספרות מודרנית>כתבי הרב קוק","לנבוכי הדור","הרב אברהם יצחק הכהן קוק","תגובה על הלכי רוח פילוסופיים ומדעיים מודרניים; התפרסם לראשונה באינטרנט בשנת 2010.","",""
"מחשבת ישראל>ספרות מודרנית>כתבי הרב עמיאל","לנבוכי התקופה","משה אביגדור עמיאל","חיבור שכתב הרב משה אביגדור עמיאל במאה ה-20 בתל אביב ובו פרס את משנתו בנושאים רבים כמו אמונה בה', אתיקה יהודית ועוד","""לנבוכי התקופה"" הוא חיבור שכתב הרב משה אביגדור עמיאל במאה ה-20 בתל אביב. בספר זה פרס המחבר את משנתו בנושאי יהדות שונים, כמו אמונה באל, אתיקה יהודית, האלוהות והאנושיות והיבטים של ההיסטוריה היהודית. הרב עמיאל היה רב והוגה דעות, מראשי תנועת המזרחי והציונות הדתית. נשא במשרת רב קהילת שומרי הדת באנטוורפן, ולאחר מכן היה רבה הראשי של תל אביב. גישתו למשמעות היהדות ראתה חשיבות מרכזית להגדרתה כדת ולאום גם יחד, והוא הקדיש מאמצים רבים להילחם ברפורמים בני זמנו ומקומו שראו ביהדות דת אישית בלבד.","""לנבוכי התקופה"" הוא חיבור שכתב הרב משה אביגדור עמיאל במאה ה-20 בתל אביב. בספר זה פרס המחבר את משנתו בנושאי יהדות שונים, כמו אמונה בה', אתיקה יהודית, האלוקות והאנושיות והיבטים של ההיסטוריה היהודית. הרב עמיאל היה רב והוגה דעות, מראשי תנועת המזרחי והציונות הדתית. נשא במשרת רב קהילת שומרי הדת באנטוורפן, ולאחר מכן היה רבה הראשי של תל אביב. גישתו למשמעות היהדות ראתה חשיבות מרכזית להגדרתה כדת ולאום גם יחד, והוא הקדיש מאמצים רבים להילחם ברפורמים בני זמנו ומקומו שראו ביהדות דת אישית בלבד."
"מחשבת ישראל>ספרות מודרנית>הרב לורד יונתן זקס","לרפא עולם שבור; החיים כקריאה לאחריות","יונתן זקס","על חובות כלפי הזולת, החברה והאנושות, ועל חיי משמעות בעידן של אי ודאות עולמית, בתרגום לעברית","מהן החובות שלנו כלפי אחרים, כלפי החברה והאנושות? איך אנשים יחיו חיים מלאי משמעות בעידן של אי ודאות וחוסר יציבות עולמית? בחיבורו בן המאה ה-21 *לרפא עולם שבור*, הרב לורד יונתן זקס מציע תשובות לשאלות אלו על ידי התבוננות באתיקה של האחריות. בסגנונו הפשוט והנגיש, הרב זקס מציג פרשנויות מסורתיות של התנ""ך, ההלכה והמחשבה היהודית, כמו גם יצירות של פילוסופים ומלומדים מתרבויות אחרות, כדי לבחון מהו מוסר ומהי התנהגות מוסרית.","מהן חובותינו כלפי הזולת, כלפי החברה והאנושות? כיצד יחיה אדם חיים מלאי משמעות בעידן של אי ודאות וחוסר יציבות עולמית? בחיבורו בן המאה ה-21 'לרפא עולם שבור' מציע הרב לורד יונתן זקס תשובות לשאלות אלו מתוך התבוננות באתיקה של האחריות. בסגנונו הפשוט והנגיש מציג הרב זקס פירושים מסורתיים של התנ""ך, ההלכה והמחשבה היהודית, וכן יצירות של הוגים מתרבויות אחרות, כדי לבחון מהו מוסר ומהי התנהגות מוסרית."
"מחשבת ישראל>ספרות מודרנית","לשוב; השראה יומית לעשרת ימי תשובה","אריקה בראון","”לשוב; השראה יומית לעשרת ימי תשובה” הוא ספר באנגלית מאת אריקה בראון. הספר מציע לקורא דרכי התמודדות ועבודה עצמית על מידותיו לארך עשרת ימי תשובה. נכתב במאה ה-21 בניו יורק, ארה""ב.","”לשוב; השראה יומית לעשרת ימי תשובה” הוא ספר באנגלית מאת ד""ר אריקה בראון, סגנית המכללה לערכים ומנהיגות ב״ישיבה יוניברסיטי״ ניו יורק, ארה״ב. הספר מכיל שיעורים עבור עשרת ימי תשובה, כאשר לכל יום מעשרת הימים מוקדש פרק העוסק במידה אחרת ממידות האדם. הספר רווי בציטוטים מפסוקי התנ""ך, מהתלמוד ומספרי מוסר ומחשבת ישראל שונים. המחברת מציעה תרגילים לקוראים עבור שיפור המידות ועבודה פנימית, וכן מצרפת חומרי קריאה נוספים להעמקה.","”לשוב; השראה יומית לעשרת ימי תשובה” הוא ספר באנגלית מאת אריקה בראון, סגנית המכללה לערכים ומנהיגות ב'ישיבה יוניברסיטי' בניו יורק. הספר מכיל שיעורים לעשרת ימי תשובה, כאשר לכל יום מעשרת הימים מוקדש פרק העוסק במידה אחרת ממידות האדם. הספר רווי בציטוטים מפסוקי התנ""ך, מן התלמוד ומספרי מוסר ומחשבת ישראל שונים. המחברת מציעה לקוראים תרגילים לשיפור המידות ולעבודה פנימית, ומצרפת חומרי קריאה נוספים להעמקה."
"תנ""ך>ראשונים על התנ״ך","מאירי על תהלים","המאירי","פירוש לספר תהלים בן המאה ה-14 מאת רבי מנחם בן שלמה המאירי, מגדולי חכמי הראשונים, שפורסם לראשונה בתחילת המאה ה-20","'מאירי על תהילים' הוא פירוש לפסוקי תהלים מאת רבי מנחם בן שלמה המאירי, מלומד בולט בפרובנס מגדולי חכמי 'הראשונים' בסוף המאה ה-13 ותחילת המאה ה-14, הידוע בפרשנותו המרחיבה לתלמוד. ביצירה זו, שפורסמה לראשונה מכתבי יד בתחילת המאה ה-20, המחבר שואף לפרש את פסוקי ספר תהלים על פי משמעותם הפשוטה, תוך דחייה תכופה של פרשנויות מסורתיות שראה כפרשניות או פילוסופיות יתר על המידה. המאירי ראה בחלקים בתהילים העוסקים בטרגדיה ודיכוי הד וביטוי לרדיפות ולזוועות שהתרחשו ליהודים בתקופתו.","'מאירי על תהילים' הוא פירוש לפסוקי תהלים מאת רבי מנחם בן שלמה המאירי, מגדולי חכמי הראשונים בפרובנס בסוף המאה ה-13 ותחילת המאה ה-14, הידוע בפירושו המקיף לתלמוד. בחיבור זה, שפורסם לראשונה מכתבי יד בתחילת המאה ה-20, מבאר המחבר את פסוקי ספר תהלים על פי פשוטם. המאירי ראה בחלקים שבתהלים העוסקים בצרה ובמצוקה ביטוי לרדיפות ולתלאות שעברו על היהודים בתקופתו."
"הלכה>שולחן ערוך>מפרשים>מאירת עיניים","מאירת עיניים על שולחן ערוך חושן משפט","יהושע פלק‏ בן אלכסנדר הכהן","","אחד מנושאי הכלים העקריים על שלחן ערוך חשן משפט.","אחד מנושאי הכלים העיקריים על שולחן ערוך חושן משפט."
"מחשבת ישראל>ספרות מודרנית>כתבי הרב קוק","מאמר הדור","הרב אברהם יצחק הכהן קוק","חיבור הדן בעמדה היהודית-מסורתית כלפי הציונות החילונית.","מאמר יסוד בהגותו של הרב אברהם יצחק הכהן קוק, העוסק בשאלת היחס המתבקש של היישוב הישן לציונות החילונית, וכיצד יש לתפוס את העובדה שהציונות מונהגת על ידי יהודים שאינם שומרי תורה ומצוות.","מאמר יסוד בהגותו של הרב אברהם יצחק הכהן קוק, העוסק בשאלת היחס המתבקש של היישוב הישן אל הציונות החילונית, וכיצד יש להתייחס לעובדה שהציונות מונהגת על ידי יהודים שאינם שומרי תורה ומצוות."
"תנ""ך>פירושים מודרניים על התנ״ך>יונתן זקס","מאמרים על אתיקה; קריאות חדשות בפרשת השבוע","יונתן זקס","כרך שני בהמשך לספרו הנודע של זקס 'שיג ושיח'","'חיבורים באתיקה: קריאות חדשות בפרשת השבוע' הוא הכרך השני בסדרה המפורסמת של הרב יונתן זקס מהמאה ה-21, ""שיג ושיח"". מתוך אמונתו שהתנ""ך הוא התוכנית האולטימטיבית של המוסר המערבי, זקס יוצא לחקר אתי של פרשת השבוע כדי לחשוף את מסריה על אמת וצדק, כבוד וחמלה, סליחה ואהבה.","'מאמרים על אתיקה; קריאות חדשות בפרשת השבוע' הוא הכרך השני בסדרה המפורסמת של הרב יונתן זקס מהמאה ה-21, 'שיג ושיח'. מתוך אמונתו שהתנ""ך הוא יסוד המוסר, יוצא הרב זקס לעיון אתי בפרשת השבוע כדי לחשוף את מסריה על אמת וצדק, כבוד וחמלה, סליחה ואהבה."
"הלכה>ספרי מצוות>ספר המצוות>מפרשים","מגילת אסתר על ספר המצוות","יצחק ליאון אבן צור","","פירוש לספר המצות להרמב""ם, בו המחבר מגין על הרמב""ם מהשגותיו של הרמב""ן.","פירוש לספר המצוות להרמב""ם, שבו מגן המחבר על הרמב""ם מהשגותיו של הרמב""ן."
"תנ""ך>אחרונים על התנ״ך>אמרי יושר","מגילת סתרים על אסתר","יעקב בן יעקב משה מליסא","","פירוש על מגילת אסתר להרב מליסא, בעל 'נתיבות המשפט'.","פירוש על מגילת אסתר מאת הרב יעקב מליסא, בעל 'נתיבות המשפט'."
"תנ""ך>פירושים מודרניים על התנ״ך","מגילת רות; ממהומה למלוכה","חיים יאכטר","""מגילת רות; ממהומה למלוכה"" הוא פירוש של הרב חיים יאכטר מהמאה ה-21 למגילת רות. הספר משלב פרשנות עתיקה עם פרשנות מודרנית לתנ""ך. הספר כתוב בשפה האנגלית.","""מגילת רות; ממהומה למלוכה"" הוא פירוש מודרני למגילת רות בתנ""ך - יצירה מקורית של הרב חיים (הווארד) יאכטר מהמאה ה-21. בפירושו מציע יאכטר פתרונות לשאלות ישנות וחדשות בתנ""ך בכלל ובמגילת רות בפרט. על ידי שילוב פירושים קלאסיים לתנ""ך (כמו: רש""י, אבן עזרא, מלבי""ם, רלב""ג ועוד) עם פרשנות חדשנית ומודרנית - הספר מסביר בצורה קולחת את הקשר בין סוגיות אקטואליות עכשוויות לבין הסוגיות איתן התמודדו גיבורי מגילת רות. טענתו העיקרית של הספר  היא שרות, גרת צדק טרייה, מצליחה לגרום לעם ישראל לעבור מה""מהומה"" של תקופת השופטים ל""מלוכה"" היציבה של דוד המלך.","""מגילת רות; ממהומה למלוכה"" הוא פירוש מודרני למגילת רות, חיבור מקורי מאת הרב חיים (הווארד) יאכטר מהמאה ה-21. בפירושו מציע יאכטר יישוב לשאלות ישנות וחדשות בתנ""ך בכלל ובמגילת רות בפרט. בשילוב פירושים קלאסיים לתנ""ך (כגון רש""י, אבן עזרא, מלבי""ם, רלב""ג ועוד) עם פרשנות חדשנית, מבאר הספר בלשון קולחת את הקשר בין סוגיות אקטואליות לבין הנושאים שעמם התמודדו האישים שבמגילת רות. טענתו העיקרית היא שרות, גיורת צדק, מצליחה להעביר את עם ישראל מן ה'מהומה' של תקופת השופטים אל ה'מלוכה' היציבה של דוד המלך."
"משנה>ראשונים על המשנה","מגן אבות","שמעון בן צמח דוראן","","ביאור לפרקי אבות משמעון בן צמח דוראן (רשב""ץ). הביאור הוא חלק רביעי מספרו הגדול ""מגן אבות"" בעניני פילוסופיה.","ביאור לפרקי אבות מאת רבי שמעון בן צמח דוראן (הרשב""ץ). הביאור הוא החלק הרביעי מספרו הגדול ""מגן אבות"" בענייני מחשבה ופילוסופיה."
"מחשבת ישראל>ספרות מודרנית>כתבי הרב קוק","מדבר שור","הרב אברהם יצחק הכהן קוק","אוסף דרשות שנשא הרב קוק בשלהי המאה ה-19, שעה שכיהן ברבנות בליטא.","דרשות של הרב הרב אברהם יצחק הכהן קוק בתקופת היותו הרב של העיירה זוימל בליטא. שמו של הספר רומז על שם המחבר: שׁוּר פירושו הַבֵּט, וזה גם פירוש המילה קוּק ביידיש, וכן חתם המחבר שמו בדף השער של הספר: ""שור המכונה קוק"".","דרשות של הרב אברהם יצחק הכהן קוק בתקופת כהונתו כרב העיירה זוימל שבליטא. שם הספר רומז לשם המחבר: שׁוּר פירושו הַבֵּט, וזה גם פירוש המילה קוּק ביידיש, וכן חתם המחבר את שמו בשער הספר: ""שור המכונה קוק""."
"תנ""ך>פירושים מודרניים על התנ״ך","מדוד ועד לחורבן","חיים יאכטר","פירוש באנגלית על ספר מלכים שחיבר במאה ה-21 הרב חיים ג׳קטר.","",""
"הלכה>ספרות מודרנית","מדריך להלכות טהרת המשפחה","דינה צימרמן","ספר מהמאה ה-21 מאת ד""ר דינה צימרמן על הלכות טהרה בחיי הנישואין היהודיים","'מדריך להלכות טהרת המשפחה' הוא ספר מאת רופאת הילדים ד""ר דינה צימרמן העוסק בהלכות נידה ובהלכות נוספות בחיי הנישואין היהודיים, שיצא לאור בשנת 2011. הספר מדגיש את יחסי הגומלין בין ההלכה היהודית לבעיות בריאות האישה לאורך מחזור החיים. ביצירה מופיעה הקדמה מאת הרב יהודה הנקין.","'מדריך להלכות טהרת המשפחה' הוא ספר מאת רופאת הילדים ד""ר דינה צימרמן, העוסק בהלכות נידה ובהלכות נוספות בענייני אישות בחיי הנישואין היהודיים, ויצא לאור בשנת 2011. הספר מדגיש את הזיקה שבין ההלכה לבין בריאות האישה לאורך מחזור החיים, ופותח בהקדמה מאת הרב יהודה הנקין."
"מדרש>אגדה","מדרש אגדה","","פירוש מדרשי על התורה שמחברו לא נודע, שפורסם לראשונה בשנת 1894.","",""
"מדרש>אגדה>מדרש לקח טוב","מדרש לקח טוב","טוביה בן אליעזר","","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמשת חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו להתחיל כל פרשה עם ביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית הוא פירוש על הפסוק 'כי לקח טוב נתתי לכם'.","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמישה חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו לפתוח כל פרשה בביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית היא פירוש על הפסוק 'כי לקח טוב נתתי לכם'."
"מדרש>אגדה>מדרש לקח טוב","מדרש לקח טוב על איכה","טוביה בן אליעזר","","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמשת חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו להתחיל כל פרשה עם ביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית הוא פירוש על הפסוק 'כי לקח טוב נתתי לכם'.","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמישה חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו לפתוח כל פרשה בביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית היא פירוש על הפסוק 'כי לקח טוב נתתי לכם'."
"מדרש>אגדה>מדרש לקח טוב","מדרש לקח טוב על אסתר","טוביה בן אליעזר","","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמשת חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו להתחיל כל פרשה עם ביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית הוא פירוש על הפסוק 'כי לקח טוב נתתי לכם'.","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמישה חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו לפתוח כל פרשה בביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית היא פירוש על הפסוק 'כי לקח טוב נתתי לכם'."
"מדרש>אגדה>מדרש לקח טוב","מדרש לקח טוב על קהלת","טוביה בן אליעזר","","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמשת חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו להתחיל כל פרשה עם ביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית הוא פירוש על הפסוק 'כי לקח טוב נתתי לכם'.","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמישה חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו לפתוח כל פרשה בביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית היא פירוש על הפסוק 'כי לקח טוב נתתי לכם'."
"מדרש>אגדה>מדרש לקח טוב","מדרש לקח טוב על רות","טוביה בן אליעזר","","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמשת חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו להתחיל כל פרשה עם ביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית הוא פירוש על הפסוק 'כי לקח טוב נתתי לכם'.","מדרש לקח טוב, המכונה גם פסיקתא זוטרתא, הוא פירוש מדרשי על חמישה חומשי תורה וחמש מגילות. שם הספר מרמז לשם המחבר, טוביה, וגם למנהגו לפתוח כל פרשה בביאור קצר על פסוק שיש בו המילה 'טוב'. הפתיחה לפרשת בראשית היא פירוש על הפסוק 'כי לקח טוב נתתי לכם'."
